iter	RMSE
125	4.165177899
126	4.120283117
127	4.064317392
128	4.025101214
129	3.979951842
130	3.934702474
131	3.888304055
132	3.840322251
133	3.809315449
134	3.767784805
135	3.729446352
136	3.684789498
137	3.646085948
138	3.612754009
139	3.570979379
140	3.532289782
141	3.490303433
142	3.451623065
143	3.416365003
144	3.379824134
145	3.353353296
146	3.312105559
147	3.278292649
148	3.248035831
149	3.217443613
150	3.196370799
151	3.173370572
152	3.142477132
153	3.110694781
154	3.075555995
155	3.038243075
156	3.002467979
157	2.976869737
158	2.946516011
159	2.913887289
160	2.888051394
161	2.864547713
162	2.83664963
163	2.811053791
164	2.782981899
165	2.756428344
166	2.732065905
167	2.713005349
168	2.692533643
169	2.670003631
170	2.646268931
171	2.628001754
172	2.606475639
173	2.58240753
174	2.561336713
175	2.539159234
176	2.512089946
177	2.488537658
178	2.465656116
179	2.445239587
180	2.424565696
181	2.403428385
182	2.389325862
183	2.365687693
184	2.346588902
185	2.327298282
186	2.30897164
187	2.291515595
188	2.274489764
189	2.253621424
190	2.236478871
191	2.220360372
192	2.203620597
193	2.182831277
194	2.160199901
195	2.144187701
196	2.127486666
197	2.11282124
198	2.092712222
199	2.079235081
200	2.066712008
201	2.053195375
202	2.040482547
203	2.024452082
204	2.00674468
205	1.991099117
206	1.978612529
207	1.965761305
208	1.951384239
209	1.936232962
210	1.92185798
211	1.908389063
212	1.894026336
213	1.880101731
214	1.866179521
215	1.852083801
216	1.840094751
217	1.823733252
218	1.809293345
219	1.797418495
220	1.783739402
221	1.772275213
222	1.761294626
223	1.747069279
224	1.732684602
225	1.721421407
226	1.70683449
227	1.695581918
228	1.686471539
229	1.674452957
230	1.665884771
231	1.656031084
232	1.64456935
233	1.631696587
234	1.621036214
235	1.610413105
236	1.601238596
237	1.586542315
238	1.573224596
239	1.56451519
240	1.554188266
241	1.543622223
242	1.53380897
243	1.523853017
244	1.513238769
245	1.503680977
246	1.492990652
247	1.484452963
248	1.472075724
249	1.462000606
250	1.455397502
251	1.442332867
252	1.433023869
253	1.424532512
254	1.4138936
255	1.403501566
256	1.395750094
257	1.38700005
258	1.376154072
259	1.366456681
260	1.358016869
261	1.348486299
262	1.342404242
263	1.336287862
264	1.329016933
265	1.319072214
266	1.311247909
267	1.301037141
268	1.292304085
269	1.284834105
270	1.276623887
271	1.267795744
272	1.260452788
273	1.251723334
274	1.243563519
275	1.233162039
276	1.224814079
277	1.216913929
278	1.210090637
279	1.201354273
280	1.193030291
281	1.185047855
282	1.174704794
283	1.166058083
284	1.159505227
285	1.153457464
286	1.144528415
287	1.138001889
288	1.131327064
289	1.124573804
290	1.117925005
291	1.111195752
292	1.103813949
293	1.096226904
294	1.088269327
295	1.081521693
296	1.072275422
297	1.066389472
298	1.060495078
299	1.054515359
300	1.048270935
301	1.041600389
302	1.035916857
303	1.030391216
304	1.024207013
305	1.017643582
306	1.011769853
307	1.00577504
308	0.998359168
309	0.9921867779
310	0.9864672725
311	0.9801082323
312	0.9745086624
313	0.9689039349
314	0.9636345313
315	0.9592261151
316	0.9524592419
317	0.9465824858
318	0.9418019169
319	0.9362379599
320	0.9302487057
321	0.925791453
322	0.9209174585
323	0.9150093129
324	0.9091848717
325	0.9037744339
326	0.898779259
327	0.8955952183
328	0.8914599335
329	0.8859158786
330	0.8807732191
331	0.8765735315
332	0.870473258
333	0.8664401876
334	0.861282187
335	0.856756735
336	0.8517067001
337	0.8485054479
338	0.8433808112
339	0.8373874624
340	0.8334548653
341	0.8299475896
342	0.8247654149
343	0.8200801451
344	0.8143928114
345	0.8111124324
346	0.8059349487
347	0.8021197835
348	0.7975059187
349	0.79372545
350	0.790856024
351	0.7865612314
352	0.7825160423
353	0.7782086203
354	0.7729963809
355	0.7696496365
356	0.7657607799
357	0.7625518576
358	0.7592538913
359	0.7544869173
360	0.7507286862
361	0.7465418239
362	0.7422358275
363	0.7380388154
364	0.7337809964
365	0.7293494472
366	0.7261266469
367	0.7233787931
368	0.7198625337
369	0.7168935845
370	0.7136513327
371	0.7091673581
372	0.7074413132
373	0.7055852237
374	0.7010322281
375	0.6964347735
376	0.6927524597
377	0.6889587464
378	0.6850174758
379	0.6825399421
380	0.6795972755
381	0.6786170516
382	0.6778213532
383	0.6751996262
384	0.6725571879
385	0.668947882
386	0.6650889558
387	0.6623949155
388	0.6591235401
389	0.655905853
390	0.6526543882
391	0.651112163
392	0.6502681552
393	0.6471509615
394	0.6456346793
395	0.642187487
396	0.6409227655
397	0.6378633518
398	0.6359743895
399	0.6352966122
400	0.6319579693
401	0.6312912094
402	0.6285647116
403	0.624979433
404	0.6238325715
405	0.6209703135
406	0.6185326628
407	0.6155570919
408	0.6147943625
409	0.6141743182
410	0.6108887192
411	0.610046699
412	0.6094053449
413	0.6085821103
414	0.6062508232
415	0.6035214007
416	0.6028500476
417	0.6020925523
418	0.5985836893
419	0.5960232234
420	0.5930313493
421	0.5922595885
422	0.5893618628
423	0.5865155676
424	0.5859784136
425	0.5846269782
426	0.5816746317
427	0.5794014323
428	0.5764730356
429	0.5759350738
430	0.5752196055
431	0.5725187022
432	0.5719803669
433	0.5713086944
434	0.5683539138
435	0.5675428512
436	0.5653321702
437	0.5627674827
438	0.5622484392
439	0.560173846
440	0.5574339687
441	0.5552808793
442	0.5548016132
443	0.5522904921
444	0.5495545524
445	0.5489927794
446	0.5468837516
447	0.5444265611
448	0.5414848383
449	0.5407136542
450	0.5385802453
451	0.5378294067
452	0.5371969173
453	0.5340912983
454	0.5318579718
455	0.5292769098
456	0.5287235423
457	0.5281672825
458	0.525167181
459	0.5231993669
460	0.5223521845
461	0.5219323649
462	0.5192925238
463	0.5187288718
464	0.5162446989
465	0.5156681441
466	0.5134621936
467	0.5115240065
468	0.5110279758
469	0.5105266161
470	0.5100480587
471	0.5077797719
472	0.5051842473
473	0.5026825389
474	0.502004674
475	0.5015141292
476	0.4993095669
477	0.4988445892
478	0.4972686243
479	0.4949584826
480	0.4924243788
481	0.4902810715
482	0.4896750896
483	0.4876496543
484	0.4862662931
485	0.4858194735
486	0.483369406
487	0.4810113861
488	0.4799452246
489	0.4783349744
490	0.4760201817
491	0.4738516083
492	0.4716908143
493	0.4695743861
494	0.4676389555
495	0.4655434713
496	0.4651269248
497	0.4624262957
498	0.460747723
499	0.4589252556
500	0.4572491467
501	0.4550003118
502	0.4529569996
503	0.4506302891
504	0.4490930543
505	0.4468055719
506	0.445218562
507	0.4435603786
508	0.4417469454
509	0.439632858
510	0.4376753771
511	0.4357118808
512	0.4353636187
513	0.4335643559
514	0.4315595402
515	0.4311685178
516	0.4290146043
517	0.4268391769
518	0.4247976919
519	0.4230577704
520	0.4226947091
521	0.4223353512
522	0.42055008
523	0.4201212313
524	0.4183989758
525	0.4180885107
526	0.4160471586
527	0.4139465629
528	0.4120604396
529	0.4116405948
530	0.4112790822
531	0.4101458638
532	0.4084901665
533	0.4081969194
534	0.4079338919
535	0.4064191315
536	0.4049693194
537	0.4035369394
538	0.403242055
539	0.4017258095
540	0.4003598469
541	0.3987555246
542	0.3968167101
543	0.3951328256
544	0.3936651132
545	0.3934561459
546	0.3932309988
547	0.3916634558
548	0.3902783827
549	0.3886921402
550	0.3883425776
551	0.3869473812
552	0.3866397611
553	0.3849550001
554	0.384629696
555	0.382756909
556	0.381268968
557	0.379455269
558	0.3773999596
559	0.3759084765
560	0.3748150622
561	0.3740713268
562	0.3725023461
563	0.3712416943
564	0.3694787406
565	0.3681068668
566	0.3666493707
567	0.3652475925
568	0.3638336261
569	0.3635254766
570	0.3618959726
571	0.3605340757
572	0.358801817
573	0.3568983581
574	0.3557016226
575	0.3540052119
576	0.3527062665
577	0.3516160194
578	0.3505065418
579	0.3489437515
580	0.347373216
581	0.3463676847
582	0.3447589036
583	0.3434137367
584	0.3422645489
585	0.3405694455
586	0.3393761625
587	0.3378505558
588	0.3369051712
589	0.3354815494
590	0.3340101248
591	0.3326707151
592	0.331730744
593	0.3305952363
594	0.3291667979
595	0.3280439389
596	0.3269512215
597	0.3257281389
598	0.3243189705
599	0.3232487309
600	0.3216190149
601	0.320120418
602	0.3188071986
603	0.3175756305
604	0.3165605341
605	0.3163025055
606	0.3151227697
607	0.3148714283
608	0.3133766823
609	0.3118909199
610	0.3116377865
611	0.3103844363
612	0.30924795
613	0.3090061583
614	0.3086629941
615	0.307651073
616	0.3062159834
617	0.3048194539
618	0.3037850439
619	0.3026837628
620	0.3013702309
621	0.3002284027
622	0.2995676572
623	0.2982281397
624	0.2969105283
625	0.2959429774
626	0.295128955
627	0.2941926834
628	0.2931767058
629	0.2920392036
630	0.291083109
631	0.2901415038
632	0.289086266
633	0.2879843159
634	0.2871373393
635	0.2860703549
636	0.2852712564
637	0.2842043877
638	0.2829940736
639	0.2821512796
640	0.2807817363
641	0.2795823786
642	0.278766158
643	0.2776303972
644	0.2767872129
645	0.2757090301
646	0.2750131388
647	0.2741633422
648	0.2734597561
649	0.2725835259
650	0.2714906819
651	0.2704272924
652	0.2699407352
653	0.2687469684
654	0.2678218749
655	0.2666698656
656	0.2655709033
657	0.2648285653
658	0.2636787413
659	0.2628354353
660	0.2619775203
661	0.2611829861
662	0.2600674403
663	0.2591730357
664	0.2581660565
665	0.2568734751
666	0.2555374156
667	0.2543951524
668	0.2532062738
669	0.2521503292
670	0.2510443119
671	0.2500297561
672	0.2492495829
673	0.2485849991
674	0.2473706554
675	0.2462737969
676	0.2453820392
677	0.2446762178
678	0.2436551898
679	0.2431640693
680	0.2419923361
681	0.2409421267
682	0.2399919451
683	0.2388132742
684	0.2384239456
685	0.2377292798
686	0.2370584759
687	0.2362166029
688	0.2355331892
689	0.2344503243
690	0.2339074118
691	0.2337023828
692	0.2327044234
693	0.2318357316
694	0.2311335268
695	0.2299768107
696	0.2294612579
697	0.2287685038
698	0.2281567763
699	0.2273415664
700	0.2268952816
701	0.2264808954
702	0.2260709997
703	0.2258054772
704	0.2248729474
705	0.224695479
706	0.2239046326
707	0.2231112556
708	0.222354756
709	0.2216209737
710	0.2205787877
711	0.2203897515
712	0.219764432
713	0.2195599457
714	0.2189785007
715	0.2180767417
716	0.2171966531
717	0.21640955
718	0.2158056012
719	0.2149774401
720	0.2144847939
721	0.2134114846
722	0.212554746
723	0.211998864
724	0.2113718708
725	0.2105217385
726	0.2096277724
727	0.2086990623
728	0.208173463
729	0.2072465302
730	0.2063285608
731	0.2055886337
732	0.2050534746
733	0.2045090002
734	0.2039569892
735	0.2030876364
736	0.2025507203
737	0.2016986648
738	0.2010392812
739	0.2001752452
740	0.2000454094
741	0.1990877304
742	0.1984716819
743	0.1979374047
744	0.1969081405
745	0.1962498951
746	0.1957184795
747	0.1949112437
748	0.1946076311
749	0.1939680009
750	0.1931320772
751	0.1925491174
752	0.1917015613
753	0.1909776283
754	0.1904071432
755	0.1897242565
756	0.1889066672
757	0.188191036
758	0.1873980842
759	0.187165734
760	0.1868518295
761	0.1866804643
762	0.1859384036
763	0.1851334125
764	0.184513942
765	0.1838359461
766	0.1830189375
767	0.18257994
768	0.1816604293
769	0.1815134783
770	0.1807396604
771	0.1799663281
772	0.179166631
773	0.1789064659
774	0.1781569685
775	0.177328187
776	0.176911967
777	0.1762536384
778	0.1754674957
779	0.1747518657
780	0.1741298501
781	0.1734761255
782	0.172998875
783	0.172254531
784	0.1717141706
785	0.1707964264
786	0.1702113566
787	0.1694038868
788	0.1688101934
789	0.1682568239
790	0.1677904769
791	0.1672025141
792	0.1663831502
793	0.1657367463
794	0.1649708854
795	0.1644777313
796	0.1639466601
797	0.1635080251
798	0.1629517266
799	0.1622747259
800	0.1617306191
801	0.1612616096
802	0.1609088745
803	0.1602395756
804	0.1600177669
805	0.1597870914
806	0.1594654429
807	0.1593741078
808	0.1586559501
809	0.1582547534
810	0.1578382455
811	0.1572493564
812	0.1568097205
813	0.1563329309
814	0.1559202507
815	0.1553454482
816	0.1552623313
817	0.1546194311
818	0.1540028318
819	0.153490517
820	0.1528505919
821	0.1522841034
822	0.1517847918
823	0.1513353889
824	0.1509332544
825	0.1502705034
826	0.1497549575
827	0.1492589685
828	0.1489976892
829	0.1485083722
830	0.1478377218
831	0.1471278361
832	0.1467518454
833	0.1463473517
834	0.145982401
835	0.1456136253
836	0.1452577989
837	0.1451408999
838	0.1447725406
839	0.1440511203
840	0.143533055
841	0.1431222049
842	0.1429155938
843	0.1426263915
844	0.1421768025
845	0.1415191748
846	0.1411668887
847	0.1405774862
848	0.1399414888
849	0.139644588
850	0.1391837949
851	0.1387016272
852	0.13803094
853	0.1376225473
854	0.1373055237
855	0.1368948029
856	0.136321179
857	0.1356862646
858	0.1352587602
859	0.1347084723
860	0.1343872675
861	0.1340222176
862	0.1336386586
863	0.1332743483
864	0.1331913958
865	0.1330202279
866	0.1327251003
867	0.1323600375
868	0.1317684045
869	0.1311976886
870	0.1311026486
871	0.1309175962
872	0.1308170105
873	0.1303955696
874	0.1299119307
875	0.1298389631
876	0.1294510729
877	0.1290073349
878	0.1287001247
879	0.1283966035
880	0.1278833627
881	0.1276819055
882	0.1271262392
883	0.1268655746
884	0.1264196353
885	0.1263595847
886	0.126286553
887	0.1258822856
888	0.1255027836
889	0.1252441733
890	0.1249429651
891	0.1245500544
892	0.1242701733
893	0.1239744553
894	0.1239170912
895	0.1238272924
896	0.1233820443
897	0.1228450908
898	0.1224802031
899	0.122416024
900	0.1223238281
901	0.1218157569
902	0.1217236164
903	0.121144745
904	0.1207390393
905	0.1204570148
906	0.1201422392
907	0.119903109
908	0.1193389292
909	0.1188060416
910	0.1185224296
911	0.1180656761
912	0.1175385296
913	0.1172171894
914	0.1168503184
915	0.1163644584
916	0.1162808712
917	0.1157919631
918	0.115698017
919	0.1153617733
920	0.1149040283
921	0.1145644433
922	0.1142147664
923	0.1139425325
924	0.1134862587
925	0.11324615
926	0.1128885196
927	0.1126061144
928	0.1120095486
929	0.1115920085
930	0.1111789778
931	0.1110729973
932	0.1107735238
933	0.1103076467
934	0.1098822551
935	0.1098294775
936	0.1096568382
937	0.1095858779
938	0.1092711053
939	0.1089876304
940	0.1084761176
941	0.1079075075
942	0.1076306731
943	0.1072132499
944	0.1070364044
945	0.1068696654
946	0.1066941818
947	0.1063520279
948	0.1059562386
949	0.1057662911
950	0.1054207409
951	0.1052331757
952	0.1048110413
953	0.1044832422
954	0.1041668451
955	0.1036828072
956	0.1036287719
957	0.1032682226
958	0.1029398498
959	0.1024666289
960	0.1022336259
961	0.1018429777
962	0.1013840692
963	0.1010172721
964	0.100726176
965	0.1004085021
966	0.1000734726
967	0.09991227778
968	0.09963408417
969	0.09946238907
970	0.09918255408
971	0.09884565094
972	0.098624181
973	0.09818432288
974	0.09778914421
975	0.09747416502
976	0.09704791093
977	0.0967612025
978	0.09670791401
979	0.09634052956
980	0.09591355423
981	0.09585000767
982	0.09558991831
983	0.09522850432
984	0.0948476787
985	0.09448971654
986	0.09420795794
987	0.0939162158
988	0.09383760881
989	0.09378055583
990	0.09354212386
991	0.09326234166
992	0.09292492653
993	0.0928567041
994	0.09262328526
995	0.09230061338
996	0.09225144801
997	0.09177076716
998	0.09150114181
999	0.09123007369
1000	0.09117393366
1001	0.09079878943
1002	0.09059101948
1003	0.09043033954
1004	0.09015586543
1005	0.09003341424
1006	0.0898158425
1007	0.08959321745
1008	0.08932953454
1009	0.08928124873
1010	0.08896623441
1011	0.08872952853
1012	0.08848066286
1013	0.08822819956
1014	0.08802539537
1015	0.08776503324
1016	0.08769538733
1017	0.0875471738
1018	0.08748980615
1019	0.0871867713
1020	0.08689913082
1021	0.08665090074
1022	0.08638234313
1023	0.0860378319
1024	0.08585148447
1025	0.085699356
1026	0.0855260283
1027	0.08530388817
1028	0.08492922829
1029	0.08488172164
1030	0.0848091283
1031	0.08445865975
1032	0.08407921754
1033	0.08384765879
1034	0.08365272231
1035	0.08334814129
1036	0.08307718405
1037	0.08285515639
1038	0.08269675908
1039	0.08265204404
1040	0.0825293732
1041	0.08248691034
1042	0.08226046096
1043	0.08201156012
1044	0.08175937655
1045	0.08139999326
1046	0.08114505735
1047	0.0809500395
1048	0.08078092298
1049	0.08060480178
1050	0.08044664631
1051	0.08023882013
1052	0.0798996805
1053	0.07986082203
1054	0.07966684987
1055	0.07961768249
1056	0.07944315419
1057	0.07940389864
1058	0.07902164676
1059	0.07887161128
1060	0.07853838055
1061	0.07822952067
1062	0.07818772051
1063	0.07787850162
1064	0.07764426755
1065	0.07758646511
1066	0.07746908869
1067	0.07743155446
1068	0.07739344995
1069	0.07730787485
1070	0.07725828579
1071	0.0770134762
1072	0.07667674394
1073	0.07631895264
1074	0.07611679968
1075	0.07607721286
1076	0.07598506361
1077	0.07575982154
1078	0.07563629148
1079	0.07558701031
1080	0.07546707515
1081	0.07530427958
1082	0.07504973562
1083	0.07494205622
1084	0.07479561723
1085	0.07475935871
1086	0.07448539346
1087	0.07445237482
1088	0.07442188998
1089	0.07438331224
1090	0.07404334813
1091	0.07376791675
1092	0.07357011486
1093	0.07334226935
1094	0.07304393776
1095	0.07297610546
1096	0.07267126909
1097	0.07252289246
1098	0.07237006942
1099	0.07222300436
1100	0.07202680051
1101	0.0717891315
1102	0.07147292603
1103	0.07144431975
1104	0.07140458769
1105	0.07135040447
1106	0.07116654137
1107	0.07103899182
1108	0.07078840548
1109	0.07075375405
1110	0.07049636135
1111	0.07021279082
1112	0.07017950911
1113	0.06984379199
1114	0.06957032205
1115	0.06938846048
1116	0.06906753734
1117	0.06902829499
1118	0.06881846646
1119	0.06861159331
1120	0.06833533908
1121	0.0681214835
1122	0.06809103634
1123	0.06797831263
1124	0.06794947309
1125	0.0677223214
1126	0.06769048275
1127	0.06745274264
1128	0.06712949798
1129	0.06684637694
1130	0.06659594224
1131	0.06645237468
1132	0.06613719377
1133	0.0659030042
1134	0.06574423725
1135	0.06548873681
1136	0.06530282212
1137	0.06513042932
1138	0.06495097727
1139	0.06485201318
1140	0.06476695504
1141	0.06455800434
1142	0.06433610304
1143	0.06415802832
1144	0.06384152209
1145	0.06363087756
1146	0.06338285803
1147	0.06336030063
1148	0.06316873819
1149	0.06295414247
1150	0.06270503497
1151	0.06250078773
1152	0.06225122727
1153	0.06197863157
1154	0.06170199106
