iter	RMSE
189	6.575260223
190	6.555743269
191	6.539031836
192	6.524121535
193	6.495525928
194	6.478223686
195	6.446738897
196	6.419934602
197	6.392089006
198	6.379357601
199	6.361658869
200	6.346647183
201	6.322913803
202	6.309952267
203	6.297595395
204	6.282308773
205	6.25651857
206	6.225979186
207	6.215585243
208	6.195129476
209	6.172824375
210	6.161587148
211	6.136060629
212	6.116588832
213	6.092809361
214	6.067784494
215	6.047243884
216	6.026229418
217	6.011359508
218	5.992901494
219	5.977834504
220	5.968196478
221	5.945622985
222	5.925860586
223	5.903017457
224	5.881126537
225	5.878446343
226	5.855568014
227	5.838357624
228	5.828781462
229	5.815519002
230	5.789515369
231	5.778330007
232	5.767189312
233	5.754750596
234	5.735151891
235	5.713451035
236	5.700071615
237	5.68403068
238	5.673540064
239	5.663972202
240	5.638739424
241	5.635308406
242	5.613514169
243	5.59399367
244	5.587161516
245	5.576730552
246	5.554397809
247	5.533674112
248	5.517923976
249	5.49831637
250	5.472097595
251	5.454134011
252	5.436351829
253	5.410739985
254	5.401976475
255	5.388048481
256	5.375417101
257	5.366704966
258	5.353172101
259	5.353172101
260	5.33797066
261	5.325906243
262	5.308660116
263	5.294415054
264	5.269815621
265	5.256136111
266	5.240001778
267	5.230463264
268	5.209097911
269	5.194103669
270	5.17049347
271	5.14631979
272	5.126451185
273	5.116258701
274	5.107610274
275	5.088096219
276	5.07234515
277	5.056488018
278	5.039919454
279	5.022514623
280	5.015443819
281	4.99974205
282	4.980955598
283	4.97511609
284	4.958250195
285	4.946497835
286	4.934460178
287	4.918001472
288	4.901452233
289	4.887530687
290	4.875917724
291	4.859762723
292	4.841769577
293	4.830890977
294	4.824005776
295	4.816958068
296	4.801873951
297	4.78688656
298	4.779088463
299	4.75764509
300	4.737368931
301	4.711765883
302	4.702906337
303	4.699747185
304	4.684812381
305	4.680637416
306	4.67269677
307	4.660266339
308	4.649400796
309	4.639715974
310	4.621599
311	4.603743102
312	4.595748467
313	4.581740569
314	4.5696339
315	4.557839975
316	4.535321004
317	4.513448544
318	4.504457091
319	4.491881352
320	4.480407581
321	4.470424501
322	4.459552851
323	4.445892098
324	4.436152523
325	4.423668507
326	4.406412964
327	4.388027539
328	4.375352616
329	4.365739468
330	4.355436015
331	4.347871876
332	4.336029524
333	4.322016372
334	4.315562058
335	4.301817752
336	4.292773185
337	4.281819709
338	4.269974183
339	4.262674371
340	4.250794612
341	4.241302572
342	4.227746911
343	4.224832919
344	4.218595855
345	4.209119375
346	4.200976377
347	4.186026423
348	4.170057016
349	4.160888598
350	4.150927314
351	4.143075946
352	4.129857552
353	4.125363843
354	4.114168432
355	4.104592277
356	4.094876619
357	4.088468108
358	4.077668252
359	4.077668252
360	4.077668252
361	4.067168738
362	4.054302239
363	4.046982063
364	4.037202503
365	4.024503229
366	4.016745745
367	4.011324794
368	3.997642455
369	3.988388428
370	3.976483467
371	3.967699386
372	3.958277086
373	3.942459372
374	3.936367468
375	3.923647542
376	3.915678512
377	3.915678512
378	3.905708059
379	3.900152197
380	3.890023473
381	3.882265694
382	3.871948994
383	3.863520169
384	3.852917703
385	3.839740141
386	3.826537163
387	3.813402059
388	3.799555898
389	3.790981964
390	3.784295816
391	3.777963653
392	3.766579565
393	3.758991908
394	3.748437043
395	3.741809841
396	3.734545865
397	3.725938144
398	3.71498111
399	3.704062054
400	3.698088432
401	3.691850319
402	3.683659336
403	3.675031491
404	3.66765121
405	3.657690044
406	3.65391044
407	3.642590207
408	3.630303705
409	3.626141012
410	3.617878854
411	3.604245567
412	3.600954605
413	3.591382836
414	3.582093046
415	3.577208665
416	3.569794974
417	3.56147388
418	3.550892992
419	3.532294045
420	3.52565976
421	3.512727369
422	3.502003025
423	3.493628163
424	3.486988578
425	3.479673091
426	3.471085331
427	3.460723234
428	3.44922664
429	3.444589873
430	3.434063708
431	3.420497868
432	3.406765758
433	3.397766214
434	3.393622445
435	3.38819648
436	3.383236392
437	3.37049534
438	3.362060873
439	3.351192331
440	3.343027998
441	3.333762837
442	3.325157966
443	3.321730375
444	3.318991088
445	3.310512228
446	3.298525388
447	3.292876965
448	3.28734792
449	3.28319951
450	3.274373103
451	3.266336093
452	3.258570244
453	3.256958906
454	3.252315088
455	3.245524284
456	3.238884476
457	3.232667537
458	3.226834157
459	3.221192168
460	3.211787527
461	3.205965421
462	3.203056131
463	3.203056131
464	3.198529415
465	3.188032245
466	3.184046269
467	3.17494131
468	3.171124641
469	3.163528628
470	3.156496837
471	3.148482175
472	3.13478073
473	3.128785293
474	3.121001512
475	3.11218513
476	3.105163092
477	3.09627954
478	3.087507596
479	3.081961692
480	3.074115115
481	3.066482584
482	3.060829259
483	3.049887325
484	3.041571058
485	3.035001067
486	3.031772499
487	3.023959939
488	3.015253962
489	3.009785867
490	3.002824124
491	2.999830067
492	2.990145399
493	2.982625442
494	2.972559769
495	2.961745948
496	2.956394037
497	2.9458271
498	2.940162327
499	2.930900338
500	2.923972339
501	2.919903863
502	2.910841119
503	2.902435212
504	2.897877957
505	2.892552962
506	2.886706843
507	2.87688868
508	2.872828486
509	2.868142395
510	2.86031978
511	2.854052187
512	2.848803137
513	2.843191374
514	2.83403716
515	2.826703594
516	2.821683205
517	2.813800709
518	2.805177482
519	2.80007605
520	2.796515984
521	2.791855575
522	2.782644094
523	2.775255179
524	2.775255179
525	2.767497504
526	2.7602098
527	2.753718311
528	2.746447156
529	2.740253602
530	2.739530668
531	2.733313952
532	2.729091976
533	2.72100145
534	2.715588422
535	2.711259889
536	2.705993994
537	2.697821174
538	2.690786229
539	2.686611134
540	2.681454506
541	2.676717496
542	2.672097643
543	2.665551872
